	reactant	product	byproduct	reagent	solvent	catalyst	yield
78	Ic1cc(-n2c3ccccc3c3ccccc32)cc2c1Oc1ccccc1[Si]2(c1ccccc1)c1ccccc1.CC1(C)c2ccccc2Oc2c(B(O)O)cccc21	CC1(C)c2ccccc2Oc2c(-c3cc(-n4c5ccccc5c5ccccc54)cc4c3Oc3ccccc3[Si]4(c3ccccc3)c3ccccc3)cccc21	CCOB(O)OO=C(O[K])OB(O)OOB(O)O[I-][K+]c1ccc(P(c2ccccc2)c2ccccc2)cc1c1ccc(P(c2ccccc2)c2ccccc2)cc1	c1ccc([P](c2ccccc2)(c2ccccc2)[Pd]([P](c2ccccc2)(c2ccccc2)c2ccccc2)([P](c2ccccc2)(c2ccccc2)c2ccccc2)[P](c2ccccc2)(c2ccccc2)c2ccccc2)cc1.Cc1ccccc1.O=C(O[K])O[K].CCO.O	empty	empty	0.0
79	CC(C)(C)OC(=O)OC(=O)OC(C)(C)C.NCCN	CC(C)(C)OC(=O)NCCN	CC(C)(C)OO=C=O	ClCCl	empty	empty	0.0
80	CC(C)(C)OC(=O)N1C2CC(Oc3ccc(-c4ccc(-n5ccc(F)n5)c5ncsc45)nn3)CC1C(F)(F)C2	Fc1ccn(-c2ccc(-c3ccc(OC4CC5CC(F)(F)C(C4)N5)nn3)c3scnc23)n1	C[C+](C)CO=C=O	CO	empty	empty	0.0
81	Cl.Cl.CC(C)(C)OC(=O)c1ccc(CC(=O)NCc2ccc(C(=O)Oc3ccc4cc(C(=N)N)ccc4c3)o2)cc1	Cl.N=C(N)c1ccc2cc(OC(=O)c3ccc(CNC(=O)Cc4ccc(C(=O)O)cc4)o3)ccc2c1	empty	O.CC(=O)O	empty	empty	0.0
82	COC(=O)C(OC)Oc1ccc2ccc(OS(=O)(=O)C(F)(F)F)cc2c1.C#C[Si](C)(C)C	COC(=O)C(OC)Oc1ccc2ccc(C#C[Si](C)(C)C)cc2c1	empty	Cl[Pd](Cl)([P](c1ccccc1)(c1ccccc1)c1ccccc1)[P](c1ccccc1)(c1ccccc1)c1ccccc1.CCN(CC)CC.C1CCOC1.N#N.[Cu]I	empty	empty	0.0
83	CCCC(C(=O)OC)C(c1ccccc1)c1ccc2c(cnn2-c2ccc(F)cc2)c1	CCCC(C(=O)O)C(c1ccccc1)c1ccc2c(cnn2-c2ccc(F)cc2)c1	empty	CO.CS(C)=O.O[Na]	empty	empty	0.0
84	CCC(C)CC(=O)Cl.CC(C)(C)[Mg]Cl	CCC(C)CC(=O)C(C)(C)C	empty	CCCC(=O)C(C)(C)CC.CCOCC.Cl[Cu]	empty	empty	0.0
85	CC(Cl)C(=O)Cl.Fc1cccc(F)c1	CC(Cl)C(=O)c1ccc(F)cc1F	empty	O.Cl.ClCCCl.Cl[Al](Cl)Cl	empty	empty	0.0
86	CCOC(=O)C(=O)C(F)(F)F.Cc1cc(Br)cc([Mg]Br)c1	CCOC(=O)C(O)(c1cc(C)cc(Br)c1)C(F)(F)F	empty		empty	empty	0.0
87	COc1cc2nc(N3CCN(C#N)CC3)nc(N)c2cc1OC.CO	COC(=N)N1CCN(c2nc(N)c3cc(OC)c(OC)cc3n2)CC1	empty	Nc1c(/N=N/c2ccc(-c3ccc(/N=N/c4cc(S(=O)(=O)O)c5ccccc5c4N)cc3)cc2)cc(S(=O)(=O)O)c2ccccc12.CCOCC.O[Na].Cl	empty	empty	0.0
88	CC(C)SCC1CN(C(=O)OC(C)(C)C)C1	CC(C)S(=O)(=O)CC1CN(C(=O)OC(C)(C)C)C1	empty	O=S(=O)(O[K])OO[K].O=S(=O)(O[K])OO[K].O=S(=O)(O)O[K].O=S(O[Na])O[Na].O=S(=O)(O)O	empty	empty	0.0
89	Oc1ccc(OCc2ccccc2)cc1.CC(C)C(=O)Cl	CC(C)C(=O)Oc1ccc(OCc2ccccc2)cc1	empty	c1ccncc1.c1ccncc1.CCOCC.O[K].O.Cl	empty	empty	0.0
90	CON(C)C(=O)Cc1ccc(Cl)cc1Cl.C[Mg]Br	CC(=O)Cc1ccc(Cl)cc1Cl	empty	Cc1ccccc1.C1CCOC1.C1CCOC1	empty	empty	0.0
91	COC(=O)C=Cc1ccc(CN2CC(C)NC(C)C2)cc1.O=C=Nc1cccc(-n2cccc2)c1	COC(=O)C=Cc1ccc(CN2CC(C)N(C(=O)Nc3cccc(-n4cccc4)c3)C(C)C2)cc1	empty		empty	empty	0.0
92	CC(C)(C)OC(=O)n1c(-c2cc(S(=O)(=O)Cl)ccc2N2CCCC2)cc2ccccc21.CNCCN1CCOCC1	CN(CCN1CCOCC1)S(=O)(=O)c1ccc(N2CCCC2)c(-c2cc3ccccc3n2C(=O)OC(C)(C)C)c1	empty	ClCCl	empty	empty	0.0
93	CCOC(=O)CC(c1ccc(C)c(CO)c1)c1ccc2c(nnn2C)c1C.O=S1(=O)NCCOc2ccncc21	CCOC(=O)CC(c1ccc(C)c(CN2CCOc3ccncc3S2(=O)=O)c1)c1ccc2c(nnn2C)c1C	empty	O=C(N=NC(=O)N1CCCCC1)N1CCCCC1.CCCCP(CCCC)CCCC.C1CCOC1	empty	empty	0.0
94	CC12CCC(c3c1[nH]n(-c1ccccc1F)c3=O)C2(C)C.CCCI	CCCn1c2c(c(=O)n1-c1ccccc1F)C1CCC2(C)C1(C)C	empty		empty	empty	0.0
95	Cc1ccc(C)c2c(C(C)C)cc(O)nc12.O=P(Cl)(Cl)Cl	Cc1ccc(C)c2c(C(C)C)cc(Cl)nc12	empty	Cc1ccccc1	empty	empty	0.0
96	CC(=O)OI1(OC(C)=O)(OC(C)=O)OC(=O)c2ccccc21.O=C(C1CCC(O)c2nn(Cc3ccc(C(F)(F)F)nc3)c(=O)n21)N1CCC(F)C1	O=C1CCC(C(=O)N2CCC(F)C2)n2c1nn(Cc1ccc(C(F)(F)F)nc1)c2=O	empty		empty	empty	0.0
97	CC1(C)OB(B2OC(C)(C)C(C)(C)O2)OC1(C)C.COc1ncnc(OC)c1I	COc1ncnc(OC)c1B1OC(C)(C)C(C)(C)O1	empty	C1=CC([Fe]C2(P(c3ccccc3)c3ccccc3)C=CC=C2)(P(c2ccccc2)c2ccccc2)C=C1.C1COCCO1.CC(=O)O[K].Cl[Pd]Cl	empty	empty	0.0
98	CC(C)(C)c1sc2ncnc(Cl)c2c1-c1ccc(Cl)c(Cl)c1.Oc1ccccc1OC(F)(F)F	CC(C)(C)c1sc2ncnc(Oc3ccccc3OC(F)(F)F)c2c1-c1ccc(Cl)c(Cl)c1	empty	O=S(=O)(O)O[K].CN(C)C=O.[NaH]	empty	empty	0.0
99	CCc1nc2ncc(C(F)(F)F)cn2c1C(=O)c1ccc(O)c(C(F)(F)F)c1.O=C1CCC(=O)N1Br	CCc1nc2ncc(C(F)(F)F)cn2c1C(=O)c1cc(Br)c(O)c(C(F)(F)F)c1	empty	CN(C)C=O	empty	empty	0.0
100	CCOC(=O)c1c(C)nc2c(OCc3c(F)ccc(OC)c3F)cc(C)cn12	COc1ccc(F)c(COc2cc(C)cn3c(C(=O)O)c(C)nc23)c1F	empty	O.O[Na].C1COCCO1	empty	empty	0.0
101	Br.CC(Nc1nccc(-n2cnc3ccccc32)n1)C1CN(C(=O)Nc2cccc3ccccc23)CCN1C(=O)OCc1ccccc1	CC(Nc1nccc(-n2cnc3ccccc32)n1)C1CN(C(=O)Nc2cccc3ccccc23)CCN1	empty		empty	empty	0.0
102	O=[N+]([O-])c1ccccc1S(=O)(=O)N(Cc1ccc(CO)cc1)Cc1ccccn1.CS(=O)(=O)Cl	CS(=O)(=O)OCc1ccc(CN(Cc2ccccn2)S(=O)(=O)c2ccccc2[N+](=O)[O-])cc1	empty	CCN(CC)CC.O=C(O)O[Na].ClCCl	empty	empty	0.0
103	CCO.Cc1ccc2c(C(=O)O)cccc2n1	CCOC(=O)c1cccc2nc(C)ccc12	empty	O=S(=O)(O)O.ClCCl	empty	empty	0.0
104	CC1(C)c2ccccc2-c2cc3c(cc21)[nH]c1ccc(-c2ccc4c(c2)c2cc5c(cc2n4-c2ccccc2)oc2ccccc25)cc13.Brc1ccccc1	CC1(C)c2ccccc2-c2cc3c4cc(-c5ccc6c(c5)c5cc7c(cc5n6-c5ccccc5)oc5ccccc57)ccc4n(-c4ccccc4)c3cc21	empty	O=C(C=Cc1ccccc1)C=Cc1ccccc1.O=C(C=Cc1ccccc1)C=Cc1ccccc1.O=C(C=Cc1ccccc1)C=Cc1ccccc1.CC(C)(C)P(C(C)(C)C)C(C)(C)C.Cc1ccccc1C.CC(C)(C)O[Na].[Pd].[Pd]	empty	empty	0.0
105	COc1c(O)ccc2c(=O)cc(-c3ccc(CCCCO)cc3)oc12.O=S(Br)Br	COc1c(O)ccc2c(=O)cc(-c3ccc(CCCCBr)cc3)oc12	empty	CN(C)C=O.ClCCl	empty	empty	0.0
106	CN(C)CCCOc1cc(N)c(C#N)c(F)c1.O=C1CCC(=O)N1I	CN(C)CCCOc1cc(N)c(C#N)c(F)c1I	empty	CC(=O)O	empty	empty	0.0
107	CO.CC(c1cc(C(=O)O)cc2c(=O)cc(N3CCOCC3)oc12)N(C)c1cc(F)cc(F)c1	COC(=O)c1cc(C(C)N(C)c2cc(F)cc(F)c2)c2oc(N3CCOCC3)cc(=O)c2c1	empty	COC(=O)c1cc(C(C)Br)c2oc(N3CCOCC3)cc(=O)c2c1.CNc1cc(F)cc(F)c1.[K]I	empty	empty	0.0
108	COC(=O)c1nc(I)c(NC(=O)OC(C)(C)C)s1.C#Cc1cn2ncnc2c(C)c1C	COC(=O)c1nc(C#Cc2cn3ncnc3c(C)c2C)c(NC(=O)OC(C)(C)C)s1	empty	c1ccc(P(c2ccccc2)c2ccccc2)cc1.CCN(C(C)C)C(C)C.Cc1ccccc1.[Cu]I	empty	empty	0.0
109	CC(C)(Cc1ccccc1)C(=O)C=CI.[BH4-]	CC(C)(Cc1ccccc1)C(O)C=CI	empty		empty	empty	0.0
110	CI.COC(=O)CC1NC(=O)c2cc(OCc3cccc(-c4ccc(Cl)cc4C)c3)ccc21	COC(=O)CC1c2ccc(OCc3cccc(-c4ccc(Cl)cc4C)c3)cc2C(=O)N1C	empty		empty	empty	0.0
111	COc1ccc2c(Nc3c(Cl)cncc3Cl)cc(=O)n(CCO)c2c1OC1CCCC1	COc1ccc2c(Nc3c(Cl)cncc3Cl)cc(=O)n(CC=O)c2c1OC1CCCC1	empty	CC(=O)OI1(OC(C)=O)(OC(C)=O)OC(=O)c2ccccc21	empty	empty	0.0
112	COC(=O)C1CN(C(=O)OC(C)(C)C)CCC1=O.C1CNC1	COC(=O)C1CN(C(=O)OC(C)(C)C)CCC1N1CCC1	empty	CC(=O)O[BH-](OC(C)=O)OC(C)=O.ClCCCl.O.[Na+]	empty	empty	0.0
113	CN1CC(=O)N(C)C(C)(Cc2ccccc2)C1=O.Clc1cccc(CBr)c1Cl	CN1C(=O)C(C)(Cc2ccccc2)N(C)C(=O)C1Cc1cccc(Cl)c1Cl	empty	O.CN(C)C=O.[NaH]	empty	empty	0.0
114	CCS(=O)(=O)c1ccc(-c2cc(OS(=O)(=O)C(F)(F)F)ccc2F)c(C#N)c1.CC1(C)OB(B2OC(C)(C)C(C)(C)O2)OC1(C)C	CCS(=O)(=O)c1ccc(-c2cc(B3OC(C)(C)C(C)(C)O3)ccc2F)c(C#N)c1	empty	C1COCCO1.CC(=O)O[K].N#N	empty	empty	0.0
115	Nc1c(C(=O)O)ccc(Br)c1F.O=C1CCC(=O)N1Cl	Nc1c(C(=O)O)cc(Cl)c(Br)c1F	empty	CN(C)C=O	empty	empty	0.0
116	CC1(C)OB(B2OC(C)(C)C(C)(C)O2)OC1(C)C.Cc1cc(-c2ccccc2)nc2cc(Cl)ccc12	Cc1cc(-c2ccccc2)nc2cc(B3OC(C)(C)C(C)(C)O3)ccc12	empty	CCCc1cccc(CCC)c1-n1cc[n+](-c2c(CCC)cccc2CCC)c1.CC(=O)O[Pd]OC(C)=O.CC(=O)O[K].C1CCOC1.[Cl-]	empty	empty	0.0
117	CCCCCCCCCCOC(C)c1ccc(C(=O)OCCCC)cc1	CCCCCCCCCCOC(C)c1ccc(C(=O)O)cc1	empty	O[Na].C1CCOC1	empty	empty	0.0
118	CC(C)(C)S(=O)N1Cc2cc(C(N)=O)nc(-c3cccc(-c4cccnc4)c3)c2C1CCO[Si](c1ccccc1)(c1ccccc1)C(C)(C)C.[F-]	CC(C)(C)S(=O)N1Cc2cc(C(N)=O)nc(-c3cccc(-c4cccnc4)c3)c2C1CCO	empty		empty	empty	0.0
119	COC(=O)C(=O)OC.CCCCCC[Mg]Br	CCCCCCC(=O)C(=O)OC	empty	C1CCOC1	empty	empty	0.0
120	CC(C)C(O)(c1cccc(Br)c1)c1cn(C(c2ccccc2)(c2ccccc2)c2ccccc2)cn1.OB(O)c1ccsc1	CC(C)C(O)(c1cccc(-c2ccsc2)c1)c1cn(C(c2ccccc2)(c2ccccc2)c2ccccc2)cn1	empty	c1ccc([P](c2ccccc2)(c2ccccc2)[Pd]([P](c2ccccc2)(c2ccccc2)c2ccccc2)([P](c2ccccc2)(c2ccccc2)c2ccccc2)[P](c2ccccc2)(c2ccccc2)c2ccccc2)cc1.Cc1ccccc1.O=C(O[Na])O[Na].CCO.O	empty	empty	0.0
121	O=c1c(I)c(OCc2ccc(F)cc2)ccn1Cc1cccc(F)c1.C[Sn](C)(C)C	Cc1c(OCc2ccc(F)cc2)ccn(Cc2cccc(F)c2)c1=O	empty	c1ccc(P(c2ccccc2)c2ccccc2)cc1.c1ccc(P(c2ccccc2)c2ccccc2)cc1.CN(C)C=O.Cl[Pd]Cl.N#N.[Li]Cl	empty	empty	0.0
122	CCCCCc1ccc(Br)cc1.C#CC(C)(C)O	CCCCCc1ccc(C#CC(C)(C)O)cc1	empty	Cl[Pd](Cl)([P](c1ccccc1)(c1ccccc1)c1ccccc1)[P](c1ccccc1)(c1ccccc1)c1ccccc1.c1ccc(P(c2ccccc2)c2ccccc2)cc1.CCN(CC)CC.[C-]#[O+].[Cu]I	empty	empty	0.0
123	O=c1c(OCc2ccccc2)cn(-c2ccc(N3CC(F)(F)C3)cc2F)nc1-c1ccnn1-c1ccccc1	O=c1c(O)cn(-c2ccc(N3CC(F)(F)C3)cc2F)nc1-c1ccnn1-c1ccccc1	empty	CO.CCOC(C)=O.[Pd].[H][H]	empty	empty	0.0
124	CCOC(=O)Cc1cncnc1Cl.C#C[Si](CC)(CC)CC	CCOC(=O)Cc1cncnc1C#C[Si](CC)(CC)CC	empty	c1ccc(P(c2ccccc2)c2ccccc2)cc1.CCN(CC)CC.CN(C)C=O.N#N	empty	empty	0.0
125	CC(C)(O)C1CCNC1.CC(C)NC(=O)C1CCC(n2c(=NC(=O)c3ccc(F)cc3)[nH]c3ccc(CO)cc32)CC1.O=S(Cl)Cl	CC(C)NC(=O)C1CCC(n2c(=NC(=O)c3ccc(F)cc3)[nH]c3ccc(CN4CCC(C(C)(C)O)C4)cc32)CC1	empty		empty	empty	0.0
126	C=CCOC(=O)NC(C(=O)NC(C)C(=O)Nc1ccc(COC(=O)N2c3cc(OCCCCCOc4cc5c(cc4OC)C(=O)N4C=C(c6ccc(OC)cc6)CC4CN5C(=O)OCC=C)c(OC)cc3C(=O)N3CC4(CC4)CC3C2O[Si](C)(C)C(C)(C)C)cc1)C(C)C.[F-]	C=CCOC(=O)NC(C(=O)NC(C)C(=O)Nc1ccc(COC(=O)N2c3cc(OCCCCCOc4cc5c(cc4OC)C(=O)N4C=C(c6ccc(OC)cc6)CC4CN5C(=O)OCC=C)c(OC)cc3C(=O)N3CC4(CC4)CC3C2O)cc1)C(C)C	empty		empty	empty	0.0
127	Cc1onc(-c2ccccc2)c1-c1nnc2n1Cc1ccc(O)cc1-2.CC(C)(C)OC(=O)N1CCC(O)CC1	Cc1onc(-c2ccccc2)c1-c1nnc2n1Cc1ccc(OC3CCN(C(=O)OC(C)(C)C)CC3)cc1-2	empty	c1ccc(P(c2ccccc2)c2ccccc2)cc1.CCOC(=O)N=NC(=O)OCC.O=C(O)C(F)(F)F.ClCCl.[C-]#[O+]	empty	empty	0.0
128	COc1ccc(-c2noc(C3CCN(C(=O)CN)CC3)n2)cc1OC.Clc1nccc2ccccc12	COc1ccc(-c2noc(C3CCN(C(=O)CNc4nccc5ccccc45)CC3)n2)cc1OC	empty	c1ccc(P(c2ccccc2)c2ccc3ccccc3c2-c2c(P(c3ccccc3)c3ccccc3)ccc3ccccc23)cc1.CC(=O)O[Pd]OC(C)=O.Cc1ccccc1.O=C(O[Cs])O[Cs].N#N	empty	empty	0.0
129	CCCC(C)(C)C(=O)O.CNOC	CCCC(C)(C)C(=O)N(C)OC	empty	Cl.CCN=C=NCCCN(C)C.CN1CCOCC1.On1nnc2ccccc21.ClCCl	empty	empty	0.0
130	CC(C)(C)OC(=O)N1CCC(C=O)C1.C[Mg]I	CC(O)C1CCN(C(=O)OC(C)(C)C)C1	empty	C1CCOC1.[C-]#[O+]	empty	empty	0.0
131	CC1(C)OB(B2OC(C)(C)C(C)(C)O2)OC1(C)C.CSc1ccc(Br)cn1	CSc1ccc(B2OC(C)(C)C(C)(C)O2)cn1	empty	CC(=O)O[K].CS(C)=O.[Pd]	empty	empty	0.0
132	C=C[Sn](CCCC)(CCCC)CCCC.CC(=O)CCC(=O)c1ccc(Br)cc1	C=Cc1ccc(C(=O)CCC(C)=O)cc1	empty	c1ccc(P(c2ccccc2)c2ccccc2)cc1.c1ccc(P(c2ccccc2)c2ccccc2)cc1.c1ccc(P(c2ccccc2)c2ccccc2)cc1.c1ccc(P(c2ccccc2)c2ccccc2)cc1.Cc1ccccc1.F[Na].[Pd]	empty	empty	0.0
133	CC(C)(C)P([Pd]P(C(C)(C)C)(C(C)(C)C)C(C)(C)C)(C(C)(C)C)C(C)(C)C.Clc1ccc2c(c1)C1(c3ccccc3O2)C2CC3CC(C2)CC1C3.O=C(O[K])O[K].OB(O)c1ccc(N(c2ccc(-c3ccccc3)cc2)c2ccc3ccccc3c2)cc1	c1ccc(-c2ccc(N(c3ccc(-c4ccc5c(c4)C4(c6ccccc6O5)C5CC6CC(C5)CC4C6)cc3)c3ccc4ccccc4c3)cc2)cc1	empty		empty	empty	0.0
134	CN1C(=O)C(N)N=C(c2ccccc2)c2ccccc21.O=C(O)C(Cc1ccc(Cl)c(Cl)c1)c1ccccc1	CN1C(=O)C(NC(=O)C(Cc2ccc(Cl)c(Cl)c2)c2ccccc2)N=C(c2ccccc2)c2ccccc21	empty		empty	empty	0.0
135	COC(=O)CC(O)(CCCC(C)(C)O)C(=O)OC1C(OC)=CC23CCCN2CCc2cc4c(cc2C13)OCO4.O=S(Cl)Cl	COC(=O)CC(O)(CCCC(C)(C)Cl)C(=O)OC1C(OC)=CC23CCCN2CCc2cc4c(cc2C13)OCO4	empty		empty	empty	0.0
136	COc1cccc([N+](=O)[O-])c1C.O=C1CCC(=O)N1Br	COc1cccc([N+](=O)[O-])c1CBr	empty	CC(C)(C)OO	empty	empty	0.0
137	CCCCCCCCC=CCCCCCCCCOCC(COCCOCCOCCOCCO)OCCCCCCCCC=CCCCCCCCC.CCN=C=NCCCN(C)C.COCCN(CC(=O)OCCN(CC(=O)O)C(=O)OC(C)(C)C)C(=O)OC(C)(C)C	CCCCCCCCC=CCCCCCCCCOCC(COCCOCCOCCOCCOC(=O)CN(CCOC(=O)CN(CCOC)C(=O)OC(C)(C)C)C(=O)OC(C)(C)C)OCCCCCCCCC=CCCCCCCCC	empty		empty	empty	0.0
138	CC(O)C(=O)OCc1ccccc1.CCOC(=O)N=NC(=O)OCC.CN(C(=O)OC(C)(C)C)C(C(=O)O)C(C)(C)C.c1ccc(P(c2ccccc2)c2ccccc2)cc1	CC(OC(=O)C(N(C)C(=O)OC(C)(C)C)C(C)(C)C)C(=O)OCc1ccccc1	empty		empty	empty	0.0
139	Fc1ccc(Br)cc1	Fc1ccc([Mg]Br)cc1	empty	[Mg]	empty	empty	0.0
140	COCOc1cc(O[Si](C(C)C)(C(C)C)C(C)C)ccc1-c1cc2cnn(C3CC(C)(C)NC(C)(C)C3)c2nn1	COCOc1cc(O)ccc1-c1cc2cnn(C3CC(C)(C)NC(C)(C)C3)c2nn1	empty	CCCC[N+](CCCC)(CCCC)CCCC.C1CCOC1.[F-]	empty	empty	0.0
141	O=C(Cl)OCc1ccccc1.OCC1Cc2ccccc2CN1	O=C(OCc1ccccc1)N1Cc2ccccc2CC1CO	empty		empty	empty	0.0
142	C=CC(=O)NC1CCN(S(=O)(=O)c2ccc([N+](=O)[O-])cc2)CC1	C=CC(=O)NC1CCN(S(=O)(=O)c2ccc(N)cc2)CC1	empty	[NH4+].O.[Cl-].CCO.[Fe]	empty	empty	0.0
143	COC(=O)C(C)(CCBr)c1ccc(Cl)c(Cl)c1.CC(=O)N(C)C1CCNCC1	COC(=O)C(C)(CCN1CCC(N(C)C(C)=O)CC1)c1ccc(Cl)c(Cl)c1	empty		empty	empty	0.0
144	COC(=O)C(Cc1ccc(OC)c(CO)c1)C(=O)OC.O=C=Nc1ccc(F)cc1F	COC(=O)C(Cc1ccc(OC)c(COC(=O)Nc2ccc(F)cc2F)c1)C(=O)OC	empty		empty	empty	0.0
145	CNC(=O)c1cc(C(=O)Oc2c(Cl)cc(Cl)cc2Cl)cn(Cc2ccccc2)c1=O.CCCN	CCCNC(=O)c1cc(C(=O)NC)c(=O)n(Cc2ccccc2)c1	empty	CN(C)c1ccncc1.CCN(CC)CC.C1CCOC1.N#N	empty	empty	0.0
146	CCOC(=O)N=NC(=O)OCC.O=C1NC(=O)c2ccccc21.OC1CC2CCC1C2.c1ccc(P(c2ccccc2)c2ccccc2)cc1	O=C1c2ccccc2C(=O)N1C1CC2CCC1C2	empty		empty	empty	0.0
147	Cc1cc(OCC(=O)O)cc(C)c1Cc1ccc(O)c(C(C)C)c1.CO.N	Cc1cc(OCC(N)=O)cc(C)c1Cc1ccc(O)c(C(C)C)c1	empty	O=S(=O)(O)O.ClCCl.CO.CO.O[Na]	empty	empty	0.0
148	CC(C)=O.COc1ccc(C=O)cc1	COc1ccc(C=CC(C)=O)cc1	empty	O=[Zn]	empty	empty	0.0
149	Nc1ccc2c(c1)C(=O)N(C1CCC(=O)NC1=O)C2=O.O=C(Cl)COCCOCCOCCCl	O=C1CCC(N2C(=O)c3ccc(NC(=O)COCCOCCOCCCl)cc3C2=O)C(=O)N1	empty	C1CCOC1	empty	empty	0.0
150	Cc1ccc(-n2nc(C(C)(C)C)cc2N)cc1.O=C(Cl)OCC(Cl)(Cl)Cl	Cc1ccc(-n2nc(C(C)(C)C)cc2NC(=O)OCC(Cl)(Cl)Cl)cc1	empty	c1ccncc1.O	empty	empty	0.0
151	C=C(OCC)[Sn](CCCC)(CCCC)CCCC.Cc1nc(N)cc(-c2cc(Cl)cnc2F)n1	C=C(OCC)c1cnc(F)c(-c2cc(N)nc(C)n2)c1	empty	CC(C)c1cc(C(C)C)c(-c2ccccc2P(C2CCCCC2)C2CCCCC2)c(C(C)C)c1.CC(=O)O[Pd]OC(C)=O.C1COCCO1.CN(C)C=O.F[Cs]	empty	empty	0.0
152	CS(=O)(=O)OCc1ncc(-c2ccc(F)cc2)o1.N#Cc1ccc(NCC(F)(F)F)cc1C(F)(F)F	N#Cc1ccc(N(Cc2ncc(-c3ccc(F)cc3)o2)CC(F)(F)F)cc1C(F)(F)F	empty	O=C(O[Cs])O[Cs]	empty	empty	0.0
153	COc1cccc2c1Sc1ccccc1CC2	Oc1cccc2c1Sc1ccccc1CC2	empty	O.Cl.c1ccncc1	empty	empty	0.0
154	CC(=O)Nc1ccc(C=O)cc1.N#CCC#N	CC(=O)Nc1ccc(C=C(C#N)C#N)cc1	empty	CCO.C1CCNCC1	empty	empty	0.0
155	COC(=O)C(C)(C)C(c1nc(Cl)cs1)c1[nH]c(-c2ccccc2)c2c(=O)n(C)c(=O)n(C)c12	Cn1c(=O)c2c(-c3ccccc3)[nH]c(C(c3nc(Cl)cs3)C(C)(C)CO)c2n(C)c1=O	empty	[Na+].CO.[Li]Cl.[BH4-]	empty	empty	0.0
156	CCCCCC[P+](c1ccccc1)(c1ccccc1)c1ccccc1.COC(=O)CCCCCCC=O	CCCCCC=CCCCCCCC(=O)OC	empty		empty	empty	0.0
157	C(=NC1CCCCC1)=NC1CCCCC1.CCCCCCCCCCCCCCCCCC(=O)OCC(CCCC(=O)O)COC(=O)C(NC(c1ccccc1)(c1ccccc1)c1ccccc1)C(C)C.Nc1nc2c(ncn2C2CC(F)C(CO)O2)c(=O)[nH]1	CCCCCCCCCCCCCCCCCC(=O)OCC(CCCC(=O)OCC1OC(n2cnc3c(=O)[nH]c(N)nc32)CC1F)COC(=O)C(NC(c1ccccc1)(c1ccccc1)c1ccccc1)C(C)C	empty		empty	empty	0.0
158	Cc1c(NC(=O)c2ccc(OCC3CCCO3)cc2)ccc2cc(C=O)cnc12.NCC1CC1	Cc1c(NC(=O)c2ccc(OCC3CCCO3)cc2)ccc2cc(CNCC3CC3)cnc12	empty	CC(=O)O[BH-](OC(C)=O)OC(C)=O.CN1CCCC1=O.CC(=O)O.O[Na].O.[Na+]	empty	empty	0.0
159	CC(Nc1nccc(N2C(=O)OCC2C(C)C)n1)c1ccc(CCl)cc1.c1cn2c(n1)CNCC2	CC(Nc1nccc(N2C(=O)OCC2C(C)C)n1)c1ccc(CN2CCn3ccnc3C2)cc1	empty		empty	empty	0.0
160	C[Mg]Cl.O=C1CCCc2c1[nH]c1cc(Cl)c(Cl)cc21	CC1(O)CCCc2c1[nH]c1cc(Cl)c(Cl)cc21	empty	C1CCOC1	empty	empty	0.0
161	COC(=O)c1nn(-c2c(Cl)cc(C(F)(F)F)cc2Cl)c(O)c1SC(F)(F)F.CCOS(=O)(=O)OCC	CCOc1c(SC(F)(F)F)c(C(=O)OC)nn1-c1c(Cl)cc(C(F)(F)F)cc1Cl	empty	C1COCCO1.[NaH]	empty	empty	0.0
162	CN1CCCC1COc1nc2c(c(N3CCN(C(=O)OCc4ccccc4)CC3CC#N)n1)CCNC2.Ic1cccc2ccccc12.Nc1ccccc1-c1[c-]cccc1.O=C(O[Cs])O[Cs].[Pd]	CN1CCCC1COc1nc2c(c(N3CCN(C(=O)OCc4ccccc4)CC3CC#N)n1)CCN(c1cccc3ccccc13)C2	empty		empty	empty	0.0
163	Ic1cc(-n2c3ccccc3c3ccccc32)cc2c1Oc1ccccc1[Si]2(c1ccccc1)c1ccccc1.CC1(C)c2ccccc2Oc2c(B(O)O)cccc21	CC1(C)c2ccccc2Oc2c(-c3cc(-n4c5ccccc5c5ccccc54)cc4c3Oc3ccccc3[Si]4(c3ccccc3)c3ccccc3)cccc21	empty	c1ccc([P](c2ccccc2)(c2ccccc2)[Pd]([P](c2ccccc2)(c2ccccc2)c2ccccc2)([P](c2ccccc2)(c2ccccc2)c2ccccc2)[P](c2ccccc2)(c2ccccc2)c2ccccc2)cc1.Cc1ccccc1.O=C(O[K])O[K].CCO.O	empty	empty	0.0
164	CC(C)(C)OC(=O)OC(=O)OC(C)(C)C.NCCN	CC(C)(C)OC(=O)NCCN	empty	ClCCl	empty	empty	0.0
165	CC(C)(C)OC(=O)N1C2CC(Oc3ccc(-c4ccc(-n5ccc(F)n5)c5ncsc45)nn3)CC1C(F)(F)C2	Fc1ccn(-c2ccc(-c3ccc(OC4CC5CC(F)(F)C(C4)N5)nn3)c3scnc23)n1	empty	CO	empty	empty	0.0
